Transaction_Amount,Transaction_Hour,Transaction_Frequency,Account_Age_Days,International_Transaction,New_Device,Failed_Attempts,Distance_From_Home,Online_Transaction,Fraud
31.37,23,4,745,0,0,3,5.51,1,0
62.54,12,6,663,0,0,1,17.96,1,0
92.64,23,7,2098,0,0,3,6.1,1,0
91.96,10,4,1519,0,0,2,51.15,0,0
101.69,21,1,962,0,0,2,7.01,0,0
334.86,14,4,1735,0,0,1,9.42,1,0
104.96,9,4,1590,0,0,2,54.83,1,0
52.24,8,6,391,0,0,3,5.75,1,0
174.88,8,4,105,0,1,1,54.02,1,1
219.09,19,1,921,0,0,1,5.89,1,0
19.54,0,3,796,0,1,1,60.71,1,1
121.19,16,12,302,0,0,2,9.56,0,0
134.45,11,1,350,1,0,0,7.07,1,0
49.52,9,3,728,0,0,1,16.21,0,0
263.94,4,5,1383,0,0,2,11.52,1,0
57.39,17,4,969,0,0,2,5.63,1,0
75.61,14,6,2438,0,0,2,10.33,1,0
56.09,5,5,1924,1,0,0,31.23,0,0
67.73,6,3,2421,0,0,0,44.58,1,0
22.28,16,8,978,0,0,1,42.98,1,0
15.8,5,5,1949,0,0,2,35.35,1,0
328.49,7,7,2040,0,0,1,0.14,1,0
28.59,11,3,1584,0,0,0,13.9,1,0
24.74,20,10,514,1,1,0,4.63,0,0
7.74,13,9,1879,0,0,0,1.91,0,0
35.2,11,7,2042,0,0,0,33.28,0,0
17.76,22,4,2275,0,0,2,39.43,1,0
344.47,9,2,1892,1,0,3,42.13,1,1
183.06,21,5,1358,1,0,0,55.25,1,0
33.51,19,6,845,1,1,0,22.29,0,1
634.25,14,7,498,0,1,0,157.04,1,1
178.0,6,6,1441,0,0,3,16.53,1,0
48.19,8,8,2268,0,0,1,53.75,0,0
5.48,9,3,268,0,0,0,3.0,1,0
659.14,9,4,1260,0,0,1,4.03,1,0
16.62,15,3,2032,0,0,0,22.31,1,0
12.87,6,7,1627,0,0,0,3.31,1,0
185.41,4,6,2429,0,0,2,1.96,1,0
764.91,22,7,1424,0,0,0,5.46,1,0
266.21,2,5,1001,0,0,1,38.72,1,0
117.2,17,4,2145,0,0,0,65.59,0,0
120.87,10,5,409,0,0,3,10.14,0,1
156.56,14,5,318,0,0,1,91.98,0,0
142.44,20,3,13,0,0,0,41.46,1,0
88.34,19,4,1206,0,1,0,6.41,1,0
74.01,4,6,1577,0,0,3,22.05,1,0
62.64,23,10,2283,0,0,2,100.15,0,0
31.38,11,5,2396,0,1,0,47.23,1,0
50.37,3,2,1239,1,0,3,11.29,1,1
12.27,14,7,1135,0,0,1,9.14,1,0
60.44,8,3,2115,0,0,1,42.77,1,0
24.81,6,3,1814,1,0,1,19.92,1,0
22.12,9,6,1183,0,0,1,4.46,0,0
79.83,22,6,1575,0,0,1,9.93,0,0
268.27,12,6,928,1,0,3,27.1,1,0
167.05,7,3,533,0,0,2,4.16,1,0
13.87,11,7,535,0,0,0,29.99,1,0
24.79,21,11,1325,1,0,1,30.94,1,0
170.85,23,9,33,0,0,0,7.89,1,0
24.97,18,6,1664,0,0,2,12.69,0,0
53.27,0,3,1623,0,0,0,68.51,0,0
115.59,15,3,251,0,0,0,34.58,1,0
25.32,21,4,212,0,0,0,38.76,1,0
74.1,16,8,246,1,1,1,18.16,0,1
17.57,17,4,960,0,0,0,5.99,1,0
36.55,10,5,303,0,1,2,22.37,0,0
91.82,17,10,1120,0,0,1,36.97,1,0
13.56,6,7,219,0,0,3,0.1,1,0
103.59,17,5,797,0,0,0,3.02,1,0
65.39,7,5,1642,0,0,0,16.08,0,0
115.87,5,3,2286,1,1,0,14.37,1,0
83.42,6,6,419,1,0,3,100.83,0,1
260.9,22,4,972,0,0,1,2.42,1,0
75.58,21,4,1501,0,1,1,9.78,1,1
43.41,9,1,467,0,0,1,42.2,1,0
75.36,10,8,2270,0,0,0,23.7,1,0
114.81,12,0,1841,0,0,3,20.62,1,0
70.03,8,4,1938,0,0,0,33.79,0,0
69.45,6,7,395,0,0,0,1.02,1,0
33.05,8,7,1445,0,1,1,73.67,0,0
34.37,12,7,537,1,0,2,5.31,0,0
16.4,2,2,1421,0,0,2,2.13,0,0
383.59,2,7,999,0,0,0,10.35,1,0
19.22,0,3,111,0,0,0,30.3,1,0
33.35,20,6,1622,0,0,1,6.58,1,0
32.51,19,4,399,0,0,1,1.28,1,0
163.19,1,2,1235,0,0,3,1.48,1,0
49.65,2,2,1425,0,0,2,7.41,0,0
232.23,14,3,850,0,0,1,3.63,0,0
34.01,23,1,1387,1,0,0,11.65,0,0
88.15,5,8,1626,0,0,1,4.75,0,0
28.92,12,5,1789,0,0,1,10.55,1,0
569.72,20,5,244,0,0,1,14.7,0,0
20.34,0,6,123,0,1,1,33.92,1,0
90.91,19,1,1993,0,0,1,6.45,0,0
125.68,18,4,818,0,0,2,16.11,1,0
100.87,0,1,1073,0,1,0,42.23,0,0
55.41,20,1,2160,0,0,1,107.4,1,0
58.57,21,5,420,0,0,0,20.37,0,0
69.67,1,1,1328,0,0,0,14.15,1,0
57.57,14,4,1598,0,0,1,24.96,1,0
174.84,13,7,817,1,1,1,16.65,1,0
608.21,18,4,1597,0,0,2,4.5,0,0
38.19,10,4,1070,0,0,0,15.38,1,0
16.95,14,4,76,0,0,0,96.7,1,0
61.05,5,1,2460,0,0,3,25.57,1,0
879.81,19,6,1707,0,0,2,8.33,1,0
29.85,8,3,2263,0,1,1,73.51,1,1
343.48,4,4,350,0,0,1,12.3,1,0
356.99,19,5,1867,0,0,0,12.36,0,0
38.34,1,8,1085,0,0,2,23.97,0,0
117.8,5,3,2483,0,0,0,21.04,1,0
339.81,17,4,965,0,0,1,8.58,1,0
45.64,22,2,218,0,1,0,15.73,1,0
54.4,18,3,1547,0,0,3,10.11,0,0
37.27,8,2,2020,0,0,0,33.46,1,0
24.17,20,6,1898,1,0,0,3.27,1,0
34.84,23,5,378,0,0,0,34.68,1,0
19.61,5,2,1772,0,0,1,4.39,0,0
69.0,13,0,1003,0,0,0,9.13,0,0
30.88,23,4,91,0,0,2,10.14,0,0
84.25,12,4,1197,1,0,2,116.18,0,0
14.07,10,8,386,1,0,1,22.28,1,0
92.84,11,4,12,0,0,2,37.58,1,0
153.47,18,3,693,1,0,0,20.26,0,0
9.08,18,6,773,0,0,0,102.1,1,0
96.94,20,4,275,0,0,0,4.88,1,0
227.62,18,7,2492,0,0,2,23.21,0,0
19.89,23,5,734,0,0,0,39.91,1,0
355.16,12,5,1260,1,1,0,24.76,1,0
101.39,13,5,2433,0,1,4,56.81,0,1
32.95,23,4,1295,0,0,2,22.95,1,0
63.07,17,6,2423,1,0,1,43.78,0,0
116.55,11,2,776,0,0,2,4.83,1,0
71.95,3,5,2485,0,0,3,7.6,1,0
114.29,9,4,1041,0,0,1,14.68,1,0
26.56,16,9,1963,0,0,0,47.7,1,0
78.99,3,2,1074,0,0,0,13.9,1,0
16.22,11,7,1911,0,0,2,24.69,1,0
59.67,12,4,1135,0,0,0,12.6,1,0
27.01,3,4,1252,0,1,0,40.96,1,1
31.96,9,7,2301,0,0,1,5.59,1,0
229.54,2,6,948,1,0,3,22.52,1,1
198.6,14,5,312,0,0,3,21.56,0,0
122.63,1,4,379,0,0,2,12.91,1,0
22.37,16,2,860,0,0,1,30.53,0,0
48.6,5,4,2332,0,0,2,0.72,1,0
224.33,7,4,2127,0,0,0,46.05,0,0
76.84,2,3,56,0,0,2,10.69,1,0
678.12,17,5,2174,0,0,2,39.38,0,0
98.82,21,3,841,1,0,0,9.1,1,0
80.81,0,3,765,0,0,1,5.2,0,0
48.95,15,3,1462,0,0,1,12.34,0,0
76.21,6,5,2093,0,0,1,39.91,1,0
57.26,2,5,914,0,0,1,30.39,1,0
135.38,22,4,2464,0,0,0,12.81,1,0
173.59,3,4,1718,0,0,0,69.46,1,0
30.39,8,6,2469,0,0,0,13.14,1,0
17.62,4,10,788,0,0,3,10.8,1,0
10.63,18,8,1800,1,0,0,3.91,1,0
110.83,14,1,1948,1,0,0,1.82,1,0
22.12,7,7,841,1,0,0,10.77,0,0
7.75,5,4,1106,0,1,1,2.41,1,0
98.35,17,6,1611,0,0,3,15.53,1,0
806.74,18,4,653,0,1,1,49.15,1,1
66.28,23,7,422,0,0,2,16.16,1,0
154.24,14,5,2181,0,0,0,16.38,1,0
72.37,6,2,1015,0,0,0,7.31,1,0
60.41,9,1,241,0,0,1,4.55,1,0
167.18,5,10,2490,0,0,1,6.29,1,0
49.89,13,3,500,0,0,2,20.98,0,0
87.13,16,6,1720,0,0,2,22.4,0,0
91.99,8,2,2143,0,0,1,6.22,0,0
34.19,18,4,1700,0,0,1,12.73,1,0
179.84,4,8,1233,1,0,0,21.02,1,0
55.98,22,6,884,0,0,0,35.73,0,0
31.32,6,3,2213,0,0,0,9.63,0,0
114.04,18,3,907,1,0,1,7.91,1,0
27.15,19,5,1879,0,0,1,32.78,0,0
68.59,6,5,161,1,0,0,18.03,0,0
66.08,23,5,1361,0,0,2,48.58,0,0
197.53,1,6,181,0,0,1,5.92,1,0
107.2,22,2,1438,0,0,2,36.84,1,0
65.04,15,9,1439,0,1,1,4.42,1,0
151.07,12,8,771,0,0,0,21.97,0,0
267.79,7,6,1731,0,0,1,8.34,0,0
116.49,5,8,1908,0,0,3,2.66,0,0
67.38,5,2,1369,0,0,1,23.98,0,0
17.96,8,5,1787,0,0,0,17.67,1,0
22.99,3,8,702,0,0,2,16.64,1,1
49.15,10,4,2252,0,0,4,22.44,1,0
36.25,4,2,1791,0,0,0,11.65,0,0
55.31,16,4,109,0,0,2,27.73,1,0
70.57,19,2,1597,0,0,0,3.51,0,0
113.26,6,2,918,1,1,0,31.38,1,1
62.15,14,4,1930,0,0,0,21.68,1,0
108.47,14,4,437,0,1,1,16.66,1,0
71.13,13,4,596,0,1,3,3.41,1,0
9.25,12,10,265,0,0,2,8.15,0,0
26.07,10,6,1483,0,1,0,8.75,1,0
57.74,12,7,730,0,1,2,6.66,1,0
19.89,21,1,2010,0,0,2,77.08,0,1
121.5,23,9,2461,1,1,1,61.82,1,1
308.2,8,6,1688,0,0,0,19.75,1,0
225.6,9,6,416,0,0,1,5.76,1,0
53.87,3,4,1418,0,0,1,60.52,0,0
296.11,16,6,1971,0,0,2,34.6,1,0
77.38,13,3,2299,0,0,1,0.99,1,0
47.6,23,9,2104,0,1,1,16.87,1,0
36.11,17,4,124,1,1,2,23.22,0,1
49.28,10,7,1026,0,0,3,1.72,1,0
45.23,15,3,1741,0,0,1,1.28,1,0
79.08,0,10,815,0,1,1,15.57,1,0
78.3,6,3,2187,0,0,1,0.05,1,0
66.89,9,7,1590,0,1,0,1.2,1,0
103.23,8,7,1003,0,0,1,4.51,0,0
219.35,2,4,2006,0,1,0,60.19,0,0
172.35,21,5,504,1,0,0,36.34,1,0
15.11,22,5,1862,0,1,2,14.97,1,1
5.19,13,8,91,1,1,0,16.31,1,1
169.75,14,7,1215,0,1,2,28.96,1,0
17.0,1,7,1465,0,0,0,16.08,0,0
53.26,23,3,1207,0,1,1,1.65,1,0
20.69,13,4,2031,1,0,1,33.56,1,0
11.0,15,3,1321,0,0,2,1.49,1,0
114.6,6,5,570,0,0,3,16.64,1,0
142.47,3,6,1295,0,0,2,49.46,1,0
37.47,17,6,1789,0,1,1,3.12,1,0
5.0,23,7,2114,1,0,2,30.66,0,0
38.62,4,1,2063,0,1,0,1.19,1,0
98.67,5,2,1608,0,0,2,124.26,0,1
15.2,6,6,954,1,0,0,28.65,1,0
80.11,14,4,588,0,1,0,86.84,1,0
65.67,0,9,924,1,0,1,27.58,1,0
119.02,23,5,1728,0,0,2,6.94,1,0
75.16,3,5,171,0,0,3,65.22,1,1
25.2,0,2,1650,0,0,1,24.63,1,0
220.65,10,5,784,0,0,0,21.45,1,0
56.91,17,6,66,0,0,1,14.01,1,0
64.89,13,5,1199,0,1,1,8.37,1,0
26.23,21,5,555,0,0,0,18.88,0,0
42.81,10,5,2103,0,0,0,11.39,1,0
27.53,9,9,820,0,0,3,48.11,1,0
56.1,16,3,56,1,0,0,0.73,1,0
369.34,3,2,1423,1,0,1,18.88,1,0
16.91,23,3,2309,1,0,0,45.28,0,0
13.28,14,3,2223,0,0,1,0.7,1,0
290.37,15,4,2425,0,1,1,8.29,1,1
54.09,20,3,1412,0,0,1,1.32,1,0
34.16,12,3,1422,0,0,0,22.6,0,0
188.65,8,2,581,0,0,1,9.52,1,0
36.39,10,4,1750,0,0,1,80.3,0,0
414.06,10,7,357,0,0,2,23.95,0,0
131.36,5,1,854,0,0,0,20.63,0,0
40.94,0,6,506,0,0,2,62.3,1,0
576.69,21,4,705,0,0,2,6.33,1,0
36.39,5,5,1883,0,0,0,20.65,1,0
140.06,12,2,1988,0,1,1,19.56,1,0
89.95,21,10,552,0,1,1,2.14,0,0
245.12,23,4,225,0,0,0,67.23,1,0
317.83,21,6,2361,0,0,1,30.12,1,0
68.86,4,7,307,0,0,0,54.76,1,0
31.39,14,3,1379,0,0,0,101.19,1,0
105.63,17,3,295,1,0,1,16.33,0,0
33.86,19,9,135,1,0,0,40.7,1,0
499.39,13,7,60,0,0,3,21.54,0,0
76.44,14,6,1452,0,0,0,94.44,0,0
46.28,4,10,1735,0,0,1,7.1,0,0
80.21,3,7,480,0,0,1,0.35,1,0
17.34,1,3,1409,0,1,1,5.14,0,1
25.24,6,9,1513,0,0,1,3.42,1,0
221.5,9,2,1339,0,0,2,14.36,1,0
34.57,15,8,447,0,0,2,2.01,1,0
23.41,9,3,2399,1,0,0,6.22,1,0
114.05,17,3,758,0,0,1,2.53,1,0
218.26,16,5,533,0,0,3,16.67,1,1
136.86,20,3,664,0,0,1,7.76,0,0
180.56,12,5,515,0,0,1,15.92,0,0
31.29,0,6,408,0,0,0,2.33,0,1
16.09,0,7,2118,1,0,0,18.19,1,0
299.27,14,7,1948,0,0,0,3.48,1,0
48.29,0,6,1214,0,0,0,2.62,1,0
51.89,5,3,2370,1,0,3,9.28,0,0
251.69,12,7,274,0,0,2,51.87,0,0
116.31,0,3,1062,0,0,2,38.84,0,0
105.2,4,5,721,0,0,0,79.95,0,1
581.15,8,5,922,0,0,0,15.41,1,0
35.04,16,1,1624,0,1,0,9.37,1,0
168.65,15,1,1689,0,0,2,88.43,1,0
70.6,7,4,1744,0,0,0,12.02,1,0
87.23,16,4,2396,0,0,1,0.23,0,0
307.5,14,4,1455,1,0,0,42.89,0,1
110.81,23,3,2146,0,0,2,4.63,1,0
114.24,0,9,341,0,0,0,31.64,0,0
194.9,11,2,161,0,1,4,0.38,1,0
46.3,4,11,717,0,1,2,2.94,0,0
28.81,23,4,2183,0,0,1,16.52,1,0
23.46,5,6,430,0,0,0,1.76,1,0
9.33,0,3,1718,1,0,0,54.87,0,0
521.24,0,4,262,0,1,1,34.64,1,1
22.13,9,3,1008,0,0,0,9.94,1,0
53.45,9,2,1844,0,0,1,22.75,0,0
50.56,2,5,1741,0,0,2,31.43,1,0
90.69,16,2,302,1,0,1,35.2,0,0
150.77,18,5,1250,0,0,0,12.59,0,0
157.67,10,7,178,1,0,1,57.27,1,1
37.22,17,7,2073,0,0,1,71.09,1,0
56.42,1,5,46,1,0,0,5.45,1,0
88.46,8,3,1454,0,1,1,60.55,1,1
52.0,23,7,1936,0,0,5,31.18,1,0
332.73,16,6,305,0,0,1,54.76,1,0
108.96,13,5,2492,1,0,1,13.82,0,0
139.06,3,5,2377,0,1,2,27.06,1,1
129.4,16,6,932,0,0,4,6.71,1,0
215.61,16,4,1830,0,0,1,34.77,0,0
79.92,11,5,990,0,0,0,21.79,0,0
18.23,19,3,2452,0,0,0,16.39,0,0
99.45,17,4,2334,0,0,0,29.5,0,0
34.77,2,5,658,0,0,1,20.09,1,0
39.31,10,3,292,0,0,0,36.24,0,0
119.86,17,6,1672,0,0,1,48.88,1,0
230.05,3,4,1008,0,1,0,40.31,0,0
68.12,16,4,95,0,0,1,9.19,1,0
90.82,17,3,216,0,0,2,93.37,1,0
365.85,4,1,1776,0,0,0,26.23,0,0
84.84,13,8,140,0,0,1,9.77,1,0
899.36,9,4,2457,0,0,2,1.09,1,0
117.39,14,4,145,0,0,0,110.77,0,0
11.46,0,7,2227,0,0,1,22.85,1,0
141.65,15,4,1196,0,0,0,6.45,1,0
97.63,10,4,208,0,0,1,16.89,1,0
242.2,22,9,748,0,0,2,12.67,0,0
130.74,19,9,1527,1,0,0,75.59,1,1
58.06,5,9,112,0,0,0,16.96,1,0
19.6,23,3,557,0,0,1,16.57,1,0
54.11,21,6,15,1,0,1,39.57,1,1
28.49,15,8,720,1,0,1,12.39,1,0
37.32,1,5,21,0,0,2,5.47,0,0
120.13,0,7,2160,0,0,1,36.57,1,0
354.22,23,9,1866,1,0,1,60.23,1,0
98.96,23,2,1723,0,1,2,1.17,1,1
20.17,8,7,436,0,0,4,49.13,0,0
104.02,21,7,180,0,0,0,14.4,0,0
220.66,11,2,1722,0,1,1,8.53,1,0
36.24,16,5,98,0,1,1,1.0,1,0
58.32,14,10,864,1,0,1,5.75,0,0
67.67,18,5,1467,0,0,1,10.12,0,0
30.42,21,7,2483,0,1,3,1.83,1,0
127.52,9,3,187,0,0,1,5.23,1,0
59.09,11,3,427,0,1,0,33.37,0,0
101.45,13,5,563,0,1,1,29.03,1,0
27.45,8,4,251,1,0,1,36.72,1,0
43.06,12,5,1389,0,1,1,4.52,1,0
137.33,2,6,1606,0,0,2,1.1,0,0
45.93,20,5,1471,0,0,1,15.81,0,0
375.01,13,4,1475,0,0,1,10.49,1,0
44.72,20,4,2014,0,0,0,37.48,1,0
83.49,9,7,2465,0,0,3,19.35,1,0
169.46,15,3,1956,0,0,3,66.91,1,0
16.15,6,4,1310,0,1,0,1.58,1,0
11.46,3,6,1080,0,0,0,11.3,1,0
14.5,19,3,831,0,0,0,12.99,1,0
235.71,22,4,1929,0,0,2,3.36,1,0
38.4,10,2,1798,0,1,3,21.87,0,1
861.09,15,7,201,0,0,0,1.03,0,0
37.93,19,7,2106,1,1,0,31.18,1,0
80.2,3,5,2151,0,0,1,0.95,0,0
311.72,21,3,940,0,0,0,51.68,1,0
495.76,21,4,1782,0,1,1,1.68,1,0
524.01,22,7,2224,1,0,2,15.24,1,0
223.27,16,5,2311,0,0,2,4.22,1,0
185.69,12,4,66,0,1,0,3.57,0,0
120.61,10,4,2063,0,0,4,31.93,1,0
145.24,2,6,2007,1,0,1,37.21,1,0
38.43,8,1,247,0,1,1,33.6,1,0
29.42,5,6,742,0,0,0,12.94,1,0
66.46,21,10,2077,0,1,1,117.18,1,1
56.25,20,2,1237,0,0,3,10.39,1,0
42.38,10,6,151,0,0,2,7.04,1,0
133.81,15,4,2433,0,0,3,141.41,1,1
173.35,18,4,2464,0,1,0,94.61,1,1
72.85,4,6,825,1,0,3,22.4,0,1
292.23,13,5,2027,0,0,1,5.86,1,0
21.29,16,2,2137,0,0,2,6.81,0,0
54.95,2,5,219,0,0,1,18.4,1,0
32.56,3,3,777,0,0,0,37.41,1,0
10.31,15,2,2434,0,1,3,2.02,1,0
61.39,15,4,2097,0,0,1,29.09,0,0
59.04,20,4,462,0,1,0,2.72,1,0
302.91,3,2,723,0,0,1,46.47,0,1
125.31,18,6,95,0,0,0,18.99,0,0
23.95,16,6,1588,0,0,0,114.38,1,0
425.85,12,4,2293,0,0,1,34.96,1,0
226.11,21,6,2026,0,0,0,17.19,1,0
119.35,22,2,1923,1,1,1,3.8,1,0
53.17,23,3,1615,1,0,2,19.54,1,1
25.55,0,1,653,1,0,1,3.04,0,0
45.96,11,4,1281,1,0,0,58.89,0,0
198.1,3,5,1634,1,0,2,6.54,0,0
439.04,10,4,1572,0,1,0,50.13,1,1
312.07,4,6,2418,1,0,4,9.06,1,1
40.9,1,4,759,0,1,4,6.27,1,1
21.77,16,5,2232,0,0,1,9.07,1,0
76.78,7,6,1407,0,0,1,30.74,1,0
11.38,5,3,1975,0,1,0,18.62,1,0
92.13,20,4,70,1,0,0,2.84,1,0
57.54,8,8,1540,0,0,2,3.69,0,0
41.84,12,4,784,0,0,0,11.89,1,0
13.54,10,7,2471,0,0,2,10.33,1,0
111.45,15,4,125,0,0,3,47.72,0,0
39.15,15,5,1766,0,0,0,21.23,1,0
20.7,1,2,1457,0,0,1,5.17,1,0
3.77,9,9,1161,0,0,1,0.72,1,0
64.88,11,1,1359,1,1,3,2.7,0,1
392.39,7,5,1232,0,0,0,30.13,1,0
351.17,10,4,636,0,1,0,46.95,1,0
42.22,9,3,1366,0,0,0,38.14,0,0
36.52,12,7,1499,0,0,2,39.0,0,0
106.57,16,4,1875,0,0,3,7.56,0,0
24.57,6,3,2481,1,0,1,112.94,1,0
90.18,23,6,1346,1,1,0,2.26,1,0
143.46,2,4,532,0,1,0,43.02,0,0
227.45,19,3,1649,0,1,1,2.55,1,0
60.33,12,6,2232,0,0,1,7.78,1,0
54.4,18,6,1981,1,1,0,17.1,0,0
27.72,6,3,2431,1,0,0,1.37,1,0
29.17,8,6,641,0,0,2,12.53,1,0
53.17,18,6,246,0,1,0,10.77,1,0
96.29,12,2,1781,0,0,1,26.04,1,0
166.27,21,8,977,1,0,1,31.65,1,0
29.87,7,3,1850,0,0,2,2.37,0,0
296.69,21,10,452,0,1,0,0.97,1,0
50.85,17,4,1921,0,0,5,37.39,1,1
65.28,22,4,1029,0,0,0,18.77,0,0
31.59,1,3,2016,0,0,0,19.12,0,0
5.9,17,8,1572,0,0,0,98.71,1,0
161.43,17,7,851,0,0,1,14.39,1,0
139.33,10,8,644,0,0,0,5.46,0,0
50.33,0,3,2213,0,0,0,28.54,1,0
71.31,13,6,822,0,0,0,42.28,1,0
111.71,15,6,1719,0,0,0,17.45,1,0
13.98,10,7,1580,0,0,0,29.43,1,0
39.29,0,3,1074,0,1,5,18.04,1,1
147.56,6,8,195,0,0,2,13.08,1,0
19.02,15,8,1728,1,0,1,0.87,1,0
89.44,13,5,1422,0,1,0,4.77,0,0
17.17,14,11,1482,0,0,0,16.34,1,0
106.32,13,2,708,0,0,1,12.63,1,0
64.35,20,3,2364,1,0,0,46.27,0,0
13.26,10,4,954,0,0,1,2.87,1,0
213.74,15,4,146,0,0,1,1.29,0,0
31.99,18,8,1235,0,1,2,2.28,1,0
29.66,16,4,902,0,0,2,28.34,1,0
81.5,5,9,630,0,0,2,22.56,1,0
210.32,10,8,2214,1,1,1,25.01,0,1
24.15,16,4,2238,0,0,1,4.27,1,0
70.93,8,7,2466,0,0,3,18.16,0,0
102.39,17,2,862,0,0,0,36.49,0,0
133.37,16,6,880,0,0,0,28.79,1,0
79.55,11,7,621,1,0,2,14.44,0,1
46.2,22,5,1548,0,0,0,2.73,1,0
29.15,21,8,1578,0,1,0,51.13,1,0
72.69,21,5,78,0,0,0,18.67,1,0
22.83,4,6,611,1,0,2,55.1,1,1
3.59,10,3,2074,0,0,1,14.44,1,0
103.19,3,5,888,1,0,0,6.76,1,0
164.67,3,5,555,0,0,0,9.18,1,0
6.28,2,3,1809,0,0,2,13.54,1,0
24.29,23,7,1846,0,0,2,23.81,1,0
123.86,22,5,2117,0,1,1,36.62,1,0
521.91,16,6,193,0,1,2,6.95,1,1
68.09,6,3,847,0,0,0,5.2,1,0
32.2,3,5,1902,0,0,1,5.66,0,0
55.54,22,4,1398,0,0,0,68.14,0,0
263.72,12,2,1951,0,0,1,4.48,0,0
34.95,11,5,1962,0,0,1,10.61,1,0
29.99,0,6,1467,1,0,1,16.63,1,1
41.15,20,3,1401,0,0,1,20.31,1,0
25.7,18,6,1463,0,0,0,48.81,0,0
75.39,20,6,2387,0,0,1,2.99,1,0
338.55,19,4,1182,0,1,1,2.86,1,1
92.12,17,5,1721,0,0,1,9.51,1,0
51.81,10,3,1410,0,0,3,13.33,1,0
49.81,19,3,790,1,1,0,11.7,1,1
13.97,2,4,1038,1,0,2,12.44,1,1
161.27,16,3,2459,0,0,1,47.67,1,0
61.69,11,5,637,0,0,1,45.3,1,0
55.67,9,7,2260,0,0,2,40.93,1,0
1624.75,7,5,63,0,0,0,35.19,1,0
89.9,14,6,297,0,0,0,1.03,1,0
31.44,4,1,1078,0,0,0,4.04,0,0
43.54,3,2,293,0,0,2,32.94,0,0
210.28,20,7,842,0,0,0,22.59,1,0
74.68,19,10,591,0,0,1,28.02,1,0
15.83,18,4,2004,1,0,1,31.55,1,0
167.21,20,6,2099,0,0,1,60.58,0,0
34.19,3,6,281,0,0,1,25.21,1,0
434.11,14,6,926,0,1,0,8.06,1,0
196.38,16,8,580,0,0,2,2.17,1,0
42.64,11,4,2104,0,0,1,14.14,0,0
240.09,2,9,1655,0,0,0,30.93,1,0
71.37,9,3,2183,0,1,0,8.28,0,0
156.46,14,7,481,0,1,3,3.2,1,0
108.28,9,6,820,0,0,0,166.96,1,0
28.61,23,6,1956,0,0,2,13.57,1,0
35.04,22,4,630,0,0,0,6.09,0,0
186.79,17,5,686,0,0,0,4.49,0,0
47.71,0,3,2427,0,1,1,49.65,1,1
44.54,2,6,780,0,0,1,42.82,1,0
25.66,20,4,2064,0,0,0,23.75,1,0
101.86,11,3,707,0,0,0,19.81,0,0
524.54,0,1,1624,0,1,0,75.62,0,0
22.93,2,2,74,0,0,0,6.48,0,0
68.32,2,4,211,0,0,0,13.42,1,0
273.75,4,5,151,0,0,0,0.62,0,0
61.58,18,8,2274,0,0,0,13.56,1,0
104.83,0,8,1326,0,0,0,12.12,1,0
23.05,3,2,1167,0,1,0,74.64,1,1
102.34,3,2,2319,0,0,2,11.09,0,0
55.3,16,3,2341,0,0,0,45.01,0,0
178.7,13,5,111,0,1,0,36.37,1,0
218.63,17,6,386,0,0,1,3.98,0,0
888.53,0,6,215,0,0,0,82.23,1,1
119.06,21,4,770,0,0,1,24.92,1,0
92.37,15,5,1156,0,1,3,22.69,0,0
80.99,2,4,2067,0,0,0,0.29,1,0
46.84,22,5,1200,1,0,1,30.03,1,0
93.55,20,8,1644,0,0,1,1.43,0,0
49.63,8,5,1752,0,0,0,5.13,1,0
78.92,22,9,2208,1,0,1,2.6,0,0
249.04,3,4,1070,0,0,0,11.88,0,0
24.37,20,8,1922,0,0,1,39.71,0,0
208.49,4,2,1507,0,0,1,30.72,1,0
248.92,10,3,1477,0,0,2,2.82,0,0
59.26,20,2,1038,0,0,1,40.04,0,0
7.99,8,2,899,0,0,0,15.44,1,0
36.31,2,4,1259,0,0,1,0.83,0,0
243.96,5,4,1572,0,0,1,6.33,0,0
65.18,23,7,412,0,0,2,38.45,0,0
24.55,10,4,820,0,0,3,33.04,1,0
40.25,8,7,1068,1,0,2,5.22,1,0
154.57,14,7,1270,0,0,0,0.97,0,0
115.21,22,8,1501,1,0,0,8.75,1,0
52.51,2,5,521,0,0,1,39.61,1,0
46.21,0,5,1856,0,0,1,69.67,1,0
45.07,19,2,326,0,0,0,21.27,0,0
26.51,21,3,312,0,0,2,2.39,1,0
335.42,18,2,1135,0,0,0,17.43,1,0
48.31,13,4,1345,0,0,0,167.96,0,0
225.24,16,5,91,0,0,1,69.79,1,0
305.31,21,5,667,0,0,1,124.81,1,1
180.97,13,3,2250,1,0,3,30.05,1,1
43.31,16,5,2281,0,0,1,13.88,0,0
99.86,13,8,62,0,1,0,55.9,1,0
65.09,11,6,1024,0,0,0,56.39,1,0
27.01,15,6,354,0,0,3,3.9,0,0
92.24,0,3,1118,0,0,1,37.33,1,0
20.51,12,5,996,0,0,2,62.93,0,0
218.7,5,4,1940,0,0,2,57.2,1,0
41.9,16,4,650,0,1,2,30.68,1,1
81.55,11,1,220,0,0,1,19.27,1,0
88.53,22,8,873,0,0,0,37.49,1,0
51.47,18,5,785,0,1,1,18.15,1,1
119.9,5,7,924,0,0,3,9.69,1,0
41.48,6,7,192,0,0,0,7.49,0,0
159.38,0,2,515,0,0,0,19.45,1,0
